Unique ID,Description,Category,Amount,Date,Account,Third Party
1676311868067662,Randomly generated expenses for Kids,Kids,44,2022-01-26,Discover It,
1676311868067681,Randomly generated expenses for Food and Dining,Food and Dining,35,2022-01-27,Chase Freedom Flex,
1676311868067689,Randomly generated expenses for Misc Expenses,Misc Expenses,27,2022-01-27,Chase Freedom Flex,
1676311868067697,Randomly generated expenses for Pet,Pet,39,2022-01-28,Chase Freedom Flex,
1676311868067703,Randomly generated expenses for Shopping,Shopping,28,2022-01-28,Discover It,
1676311868067710,Randomly generated expenses for Reimbursable or Refundable,Reimbursable or Refundable,32,2022-01-28,Discover It,
1676311868067718,Randomly generated expenses for Education,Education,15,2022-01-29,Amex Blue Cash Preferred,
1676311868067728,Randomly generated expenses for Gift,Gift,32,2022-01-30,Discover It,
1676311868067734,Randomly generated expenses for Shopping,Shopping,22,2022-01-31,Chase Freedom Flex,
1676311868067741,Randomly generated expenses for Book,Book,38,2022-02-01,Chase Freedom Flex,
1676311868067748,Randomly generated expenses for Taxes,Taxes,16,2022-02-02,Chase Freedom Flex,
1676311868067754,Randomly generated expenses for Shopping,Shopping,31,2022-02-03,Chase Freedom Flex,Sophia
1676311868067761,Randomly generated expenses for Utilities,Utilities,42,2022-02-04,Schwab Investor Card,
1676311868067767,Randomly generated expenses for Food and Dining,Food and Dining,12,2022-02-05,Chase Freedom Flex,
1676311868067774,Randomly generated expenses for Shopping,Shopping,17,2022-02-06,Chase Freedom Flex,
1676311868067781,Randomly generated expenses for Utilities,Utilities,15,2022-02-07,Chase Freedom Flex,
1676311868067787,Randomly generated expenses for Book,Book,30,2022-02-08,Discover It,
1676311868067794,Randomly generated expenses for Pet,Pet,39,2022-02-09,Chase Freedom Flex,
1676311868067805,Randomly generated expenses for Home,Home,36,2022-02-10,Schwab Investor Card,
1676311868067813,Randomly generated expenses for Book,Book,38,2022-02-11,Discover It,Cara
1676311868067820,Randomly generated expenses for Taxes,Taxes,40,2022-02-11,Capital One Savor,
1676311868067826,Randomly generated expenses for Shopping,Shopping,26,2022-02-12,Discover It,
1676311868067832,Randomly generated expenses for Food and Dining,Food and Dining,13,2022-02-12,Capital One Savor,Ronald
1676311868067839,Randomly generated expenses for Kids,Kids,41,2022-02-13,Chase Freedom Flex,
1676311868067845,Randomly generated expenses for Gift,Gift,35,2022-02-13,Amex Blue Cash Preferred,
1676311868067850,Randomly generated expenses for Shopping,Shopping,24,2022-02-13,Amex Blue Cash Preferred,
1676311868067857,Randomly generated expenses for Entertainment,Entertainment,16,2022-02-14,Chase Freedom Flex,
1676311868067863,Randomly generated expenses for Shopping,Shopping,11,2022-02-15,Chase Freedom Flex,
1676311868067869,Randomly generated expenses for Business Services,Business Services,18,2022-02-15,Chase Freedom Flex,
1676311868067874,Randomly generated expenses for Education,Education,34,2022-02-15,Capital One Savor,Cara
1676311868067883,Randomly generated expenses for Entertainment,Entertainment,20,2022-02-16,Amex Blue Cash Preferred,
1676311868067892,Randomly generated expenses for Taxes,Taxes,10,2022-02-17,Chase Freedom Flex,
1676311868067898,Randomly generated expenses for Clothing,Clothing,39,2022-02-18,Chase Freedom Flex,Justine
1676311868067906,Randomly generated expenses for Food and Dining,Food and Dining,5,2022-02-19,Discover It,
1676311868067913,Randomly generated expenses for Shopping,Shopping,41,2022-02-20,Chase Freedom Flex,
1676311868067919,Randomly generated expenses for Clothing,Clothing,23,2022-02-20,Discover It,Justine
1676311868067926,Randomly generated expenses for Entertainment,Entertainment,44,2022-02-20,Schwab Investor Card,Sophia
1676311868067933,Randomly generated expenses for Food and Dining,Food and Dining,48,2022-02-21,Chase Freedom Flex,
1676311868067945,Randomly generated expenses for Transportation,Transportation,2,2022-02-22,Amex Blue Cash Preferred,Ronald
1676311868067954,Randomly generated expenses for Education,Education,4,2022-02-23,Capital One Savor,
1676311868067961,Randomly generated expenses for Pet,Pet,24,2022-02-24,Chase Freedom Flex,
1676311868067967,Randomly generated expenses for Food and Dining,Food and Dining,46,2022-02-25,Discover It,Justine
1676311868067974,Randomly generated expenses for Personal Care,Personal Care,9,2022-02-26,Amex Blue Cash Preferred,
1676311868067981,Randomly generated expenses for Shopping,Shopping,29,2022-02-27,Chase Freedom Flex,
1676311868067989,Randomly generated expenses for Uncategorized,Uncategorized,21,2022-02-28,Capital One Savor,Sophia
1676311868067999,Randomly generated expenses for Education,Education,38,2022-03-01,Chase Freedom Flex,
1676311868068009,Randomly generated expenses for Education,Education,45,2022-03-02,Capital One Savor,
1676311868068045,Randomly generated expenses for Food and Dining,Food and Dining,47,2022-03-03,Chase Freedom Flex,Sophia
1676311868068112,Randomly generated expenses for Business Services,Business Services,37,2022-03-04,Chase Freedom Flex,
1676311868068119,Randomly generated expenses for Food and Dining,Food and Dining,22,2022-03-05,Discover It,
1676311868068126,Randomly generated expenses for Education,Education,41,2022-03-06,Chase Freedom Flex,
1676311868068135,Randomly generated expenses for Misc Expenses,Misc Expenses,20,2022-03-07,Capital One Savor,
1676311868068143,Randomly generated expenses for Uncategorized,Uncategorized,37,2022-03-07,Discover It,
1676311868068151,Randomly generated expenses for Kids,Kids,44,2022-03-08,Capital One Savor,
1676311868068158,Randomly generated expenses for Education,Education,4,2022-03-09,Chase Freedom Flex,
1676311868068166,Randomly generated expenses for Food and Dining,Food and Dining,7,2022-03-10,Schwab Investor Card,
1676311868068182,Randomly generated expenses for Shopping,Shopping,28,2022-03-10,Chase Freedom Flex,
1676311868068192,Randomly generated expenses for Shopping,Shopping,41,2022-03-10,Chase Freedom Flex,
1676311868068201,Randomly generated expenses for Business Services,Business Services,13,2022-03-11,Schwab Investor Card,
1676311868068208,Randomly generated expenses for Education,Education,35,2022-03-12,Amex Blue Cash Preferred,Justine
1676311868068217,Randomly generated expenses for Pet,Pet,41,2022-03-13,Discover It,
1676311868068231,Randomly generated expenses for Pet,Pet,31,2022-03-14,Chase Freedom Flex,Cara
1676311868068251,Randomly generated expenses for Uncategorized,Uncategorized,7,2022-03-15,Capital One Savor,
1676311868068302,Randomly generated expenses for Misc Expenses,Misc Expenses,37,2022-03-15,Chase Freedom Flex,
1676311868068311,Randomly generated expenses for Health and Fitness,Health and Fitness,6,2022-03-16,Discover It,
1676311868068317,Randomly generated expenses for Kids,Kids,2,2022-03-16,Amex Blue Cash Preferred,
1676311868068323,Randomly generated expenses for Misc Expenses,Misc Expenses,11,2022-03-16,Chase Freedom Flex,Sophia
1676311868068330,Randomly generated expenses for Shopping,Shopping,43,2022-03-17,Amex Blue Cash Preferred,
1676311868068337,Randomly generated expenses for Shopping,Shopping,40,2022-03-18,Discover It,Ronald
1676311868068354,Randomly generated expenses for Utilities,Utilities,30,2022-03-19,Capital One Savor,
1676311868068361,Randomly generated expenses for Kids,Kids,13,2022-03-20,Schwab Investor Card,
1676311868068367,Randomly generated expenses for Home,Home,48,2022-03-21,Amex Blue Cash Preferred,
1676311868068381,Randomly generated expenses for Health and Fitness,Health and Fitness,26,2022-03-21,Discover It,
1676311868068390,Randomly generated expenses for Food and Dining,Food and Dining,34,2022-03-22,Chase Freedom Flex,
1676311868068397,Randomly generated expenses for Health and Fitness,Health and Fitness,31,2022-03-23,Discover It,
1676311868068403,Randomly generated expenses for Shopping,Shopping,38,2022-03-23,Capital One Savor,
1676311868068410,Randomly generated expenses for Utilities,Utilities,40,2022-03-24,Discover It,
1676311868068416,Randomly generated expenses for Entertainment,Entertainment,18,2022-03-25,Chase Freedom Flex,
1676311868068423,Randomly generated expenses for Utilities,Utilities,18,2022-03-26,Discover It,
1676311868068430,Randomly generated expenses for Education,Education,21,2022-03-27,Discover It,
1676311868068436,Randomly generated expenses for Home,Home,29,2022-03-28,Discover It,
1676311868068443,Randomly generated expenses for Kids,Kids,34,2022-03-29,Capital One Savor,Justine
1676311868068450,Randomly generated expenses for Kids,Kids,18,2022-03-29,Amex Blue Cash Preferred,
1676311868068456,Randomly generated expenses for Personal Care,Personal Care,31,2022-03-30,Discover It,
1676311868068463,Randomly generated expenses for Transportation,Transportation,27,2022-03-31,Discover It,
1676311868068470,Randomly generated expenses for Education,Education,39,2022-04-01,Chase Freedom Flex,Cara
1676311868068475,Randomly generated expenses for Shopping,Shopping,21,2022-04-01,Chase Freedom Flex,
1676311868068482,Randomly generated expenses for Home,Home,44,2022-04-02,Amex Blue Cash Preferred,
1676311868068488,Randomly generated expenses for Clothing,Clothing,19,2022-04-03,Chase Freedom Flex,
1676311868068495,Randomly generated expenses for Home,Home,8,2022-04-04,Capital One Savor,
1676311868068502,Randomly generated expenses for Shopping,Shopping,9,2022-04-05,Discover It,
1676311868068508,Randomly generated expenses for Shopping,Shopping,32,2022-04-06,Chase Freedom Flex,
1676311868068515,Randomly generated expenses for Kids,Kids,1,2022-04-07,Discover It,
1676311868068522,Randomly generated expenses for Home,Home,50,2022-04-08,Amex Blue Cash Preferred,
1676311868068528,Randomly generated expenses for Shopping,Shopping,21,2022-04-09,Chase Freedom Flex,
1676311868068535,Randomly generated expenses for Shopping,Shopping,11,2022-04-10,Amex Blue Cash Preferred,
1676311868068542,Randomly generated expenses for Taxes,Taxes,41,2022-04-11,Discover It,
1676311868068548,Randomly generated expenses for Clothing,Clothing,25,2022-04-12,Capital One Savor,
1676311868068555,Randomly generated expenses for Clothing,Clothing,44,2022-04-13,Discover It,
1676311868068562,Randomly generated expenses for Food and Dining,Food and Dining,35,2022-04-14,Chase Freedom Flex,Sophia
1676311868068568,Randomly generated expenses for Shopping,Shopping,40,2022-04-15,Chase Freedom Flex,
1676311868068575,Randomly generated expenses for Gift,Gift,22,2022-04-16,Amex Blue Cash Preferred,Cara
1676311868068586,Randomly generated expenses for Health and Fitness,Health and Fitness,16,2022-04-17,Capital One Savor,
1676311868068591,Randomly generated expenses for Shopping,Shopping,1,2022-04-17,Discover It,Justine
1676311868068598,Randomly generated expenses for Clothing,Clothing,16,2022-04-18,Chase Freedom Flex,
1676311868068603,Randomly generated expenses for Home,Home,13,2022-04-18,Amex Blue Cash Preferred,
1676311868068608,Randomly generated expenses for Reimbursable or Refundable,Reimbursable or Refundable,2,2022-04-18,Capital One Savor,
1676311868068615,Randomly generated expenses for Transportation,Transportation,40,2022-04-19,Chase Freedom Flex,
1676311868068622,Randomly generated expenses for Education,Education,34,2022-04-20,Amex Blue Cash Preferred,Cara
1676311868068628,Randomly generated expenses for Food and Dining,Food and Dining,40,2022-04-21,Chase Freedom Flex,
1676311868068634,Randomly generated expenses for Entertainment,Entertainment,8,2022-04-21,Capital One Savor,Ronald
1676311868068640,Randomly generated expenses for Utilities,Utilities,28,2022-04-21,Discover It,
1676311868068647,Randomly generated expenses for Misc Expenses,Misc Expenses,47,2022-04-22,Schwab Investor Card,Cara
1676311868068654,Randomly generated expenses for Clothing,Clothing,43,2022-04-23,Chase Freedom Flex,
1676311868068660,Randomly generated expenses for Personal Care,Personal Care,9,2022-04-24,Amex Blue Cash Preferred,
1676311868068666,Randomly generated expenses for Food and Dining,Food and Dining,19,2022-04-24,Chase Freedom Flex,
1676311868068672,Randomly generated expenses for Health and Fitness,Health and Fitness,43,2022-04-25,Chase Freedom Flex,
1676311868068678,Randomly generated expenses for Shopping,Shopping,8,2022-04-25,Chase Freedom Flex,
1676311868068684,Randomly generated expenses for Shopping,Shopping,10,2022-04-26,Amex Blue Cash Preferred,
1676311868068691,Randomly generated expenses for Personal Care,Personal Care,49,2022-04-27,Chase Freedom Flex,
1676311868068698,Randomly generated expenses for Personal Care,Personal Care,45,2022-04-28,Amex Blue Cash Preferred,
1676311868068704,Randomly generated expenses for Education,Education,34,2022-04-29,Discover It,Cara
1676311868068711,Randomly generated expenses for Transportation,Transportation,41,2022-04-30,Discover It,
1676311868068718,Randomly generated expenses for Food and Dining,Food and Dining,41,2022-05-01,Discover It,
1676311868068724,Randomly generated expenses for Book,Book,4,2022-05-02,Amex Blue Cash Preferred,Justine
1676311868068731,Randomly generated expenses for Entertainment,Entertainment,39,2022-05-03,Chase Freedom Flex,
1676311868068738,Randomly generated expenses for Health and Fitness,Health and Fitness,16,2022-05-04,Chase Freedom Flex,
1676311868068743,Randomly generated expenses for Personal Care,Personal Care,26,2022-05-04,Chase Freedom Flex,
1676311868068750,Randomly generated expenses for Book,Book,46,2022-05-05,Amex Blue Cash Preferred,
1676311868068756,Randomly generated expenses for Food and Dining,Food and Dining,17,2022-05-06,Schwab Investor Card,
1676311868068763,Randomly generated expenses for Fees and Chargers,Fees and Chargers,15,2022-05-07,Discover It,
1676311868068770,Randomly generated expenses for Home,Home,3,2022-05-08,Chase Freedom Flex,
1676311868068776,Randomly generated expenses for Food and Dining,Food and Dining,15,2022-05-09,Discover It,
1676311868068783,Randomly generated expenses for Education,Education,30,2022-05-10,Chase Freedom Flex,
1676311868068790,Randomly generated expenses for Utilities,Utilities,4,2022-05-11,Capital One Savor,
1676311868068796,Randomly generated expenses for Health and Fitness,Health and Fitness,7,2022-05-12,Discover It,
1676311868068803,Randomly generated expenses for Pet,Pet,40,2022-05-13,Amex Blue Cash Preferred,
1676311868068810,Randomly generated expenses for Food and Dining,Food and Dining,43,2022-05-14,Chase Freedom Flex,
1676311868068816,Randomly generated expenses for Business Services,Business Services,16,2022-05-15,Chase Freedom Flex,Sophia
1676311868068823,Randomly generated expenses for Utilities,Utilities,29,2022-05-16,Chase Freedom Flex,
1676311868068830,Randomly generated expenses for Transportation,Transportation,25,2022-05-17,Schwab Investor Card,
1676311868068836,Randomly generated expenses for Kids,Kids,2,2022-05-18,Capital One Savor,
1676311868068843,Randomly generated expenses for Food and Dining,Food and Dining,28,2022-05-19,Chase Freedom Flex,
1676311868068850,Randomly generated expenses for Entertainment,Entertainment,38,2022-05-20,Capital One Savor,
1676311868068855,Randomly generated expenses for Shopping,Shopping,18,2022-05-20,Chase Freedom Flex,
1676311868068862,Randomly generated expenses for Health and Fitness,Health and Fitness,40,2022-05-21,Schwab Investor Card,
1676311868068868,Randomly generated expenses for Uncategorized,Uncategorized,21,2022-05-22,Schwab Investor Card,
1676311868068874,Randomly generated expenses for Kids,Kids,6,2022-05-22,Chase Freedom Flex,
1676311868068879,Randomly generated expenses for Financial,Financial,20,2022-05-22,Schwab Investor Card,
1676311868068886,Randomly generated expenses for Health and Fitness,Health and Fitness,49,2022-05-23,Capital One Savor,
1676311868068892,Randomly generated expenses for Utilities,Utilities,15,2022-05-24,Discover It,
1676311868068899,Randomly generated expenses for Food and Dining,Food and Dining,32,2022-05-25,Amex Blue Cash Preferred,
1676311868068906,Randomly generated expenses for Shopping,Shopping,12,2022-05-26,Chase Freedom Flex,
1676311868068912,Randomly generated expenses for Financial,Financial,29,2022-05-27,Amex Blue Cash Preferred,
1676311868068918,Randomly generated expenses for Entertainment,Entertainment,5,2022-05-27,Chase Freedom Flex,
1676311868068923,Randomly generated expenses for Shopping,Shopping,10,2022-05-27,Chase Freedom Flex,Ronald
1676311868068930,Randomly generated expenses for Education,Education,50,2022-05-28,Capital One Savor,
1676311868068936,Randomly generated expenses for Health and Fitness,Health and Fitness,26,2022-05-29,Capital One Savor,
1676311868068943,Randomly generated expenses for Shopping,Shopping,18,2022-05-30,Amex Blue Cash Preferred,
1676311868068948,Randomly generated expenses for Food and Dining,Food and Dining,41,2022-05-30,Discover It,
1676311868068955,Randomly generated expenses for Book,Book,7,2022-05-31,Amex Blue Cash Preferred,
1676311868068971,Randomly generated expenses for Health and Fitness,Health and Fitness,32,2022-06-01,Discover It,
1676311868068977,Randomly generated expenses for Transportation,Transportation,3,2022-06-01,Discover It,
1676311868068983,Randomly generated expenses for Financial,Financial,50,2022-06-02,Discover It,Ronald
1676311868068990,Randomly generated expenses for Utilities,Utilities,2,2022-06-03,Amex Blue Cash Preferred,
1676311868068996,Randomly generated expenses for Kids,Kids,7,2022-06-04,Chase Freedom Flex,
1676311868069003,Randomly generated expenses for Education,Education,27,2022-06-05,Chase Freedom Flex,
1676311868069010,Randomly generated expenses for Kids,Kids,15,2022-06-06,Discover It,
1676311868069016,Randomly generated expenses for Food and Dining,Food and Dining,37,2022-06-07,Chase Freedom Flex,
1676311868069023,Randomly generated expenses for Reimbursable or Refundable,Reimbursable or Refundable,28,2022-06-08,Discover It,
1676311868069030,Randomly generated expenses for Entertainment,Entertainment,38,2022-06-09,Schwab Investor Card,
1676311868069036,Randomly generated expenses for Personal Care,Personal Care,22,2022-06-10,Discover It,
1676311868069043,Randomly generated expenses for Food and Dining,Food and Dining,33,2022-06-11,Chase Freedom Flex,Justine
1676311868069048,Randomly generated expenses for Personal Care,Personal Care,35,2022-06-11,Amex Blue Cash Preferred,
1676311868069055,Randomly generated expenses for Food and Dining,Food and Dining,23,2022-06-12,Discover It,
1676311868069062,Randomly generated expenses for Kids,Kids,23,2022-06-13,Discover It,
1676311868069068,Randomly generated expenses for Book,Book,9,2022-06-14,Amex Blue Cash Preferred,
1676311868069074,Randomly generated expenses for Reimbursable or Refundable,Reimbursable or Refundable,37,2022-06-14,Amex Blue Cash Preferred,
1676311868069080,Randomly generated expenses for Shopping,Shopping,3,2022-06-15,Capital One Savor,
1676311868069086,Randomly generated expenses for Food and Dining,Food and Dining,44,2022-06-15,Chase Freedom Flex,
1676311868069092,Randomly generated expenses for Education,Education,3,2022-06-16,Chase Freedom Flex,
1676311868069098,Randomly generated expenses for Kids,Kids,19,2022-06-16,Chase Freedom Flex,
1676311868069104,Randomly generated expenses for Food and Dining,Food and Dining,46,2022-06-17,Amex Blue Cash Preferred,
1676311868069111,Randomly generated expenses for Kids,Kids,14,2022-06-18,Chase Freedom Flex,Justine
1676311868069116,Randomly generated expenses for Transportation,Transportation,16,2022-06-18,Capital One Savor,
1676311868069122,Randomly generated expenses for Education,Education,48,2022-06-18,Capital One Savor,
1676311868069128,Randomly generated expenses for Food and Dining,Food and Dining,33,2022-06-19,Chase Freedom Flex,
1676311868069134,Randomly generated expenses for Health and Fitness,Health and Fitness,36,2022-06-19,Chase Freedom Flex,
1676311868069140,Randomly generated expenses for Kids,Kids,45,2022-06-20,Amex Blue Cash Preferred,
1676311868069147,Randomly generated expenses for Transportation,Transportation,10,2022-06-21,Chase Freedom Flex,
1676311868069154,Randomly generated expenses for Food and Dining,Food and Dining,24,2022-06-22,Chase Freedom Flex,
1676311868069160,Randomly generated expenses for Personal Care,Personal Care,5,2022-06-23,Chase Freedom Flex,
1676311868069166,Randomly generated expenses for Health and Fitness,Health and Fitness,41,2022-06-23,Discover It,
1676311868069172,Randomly generated expenses for Utilities,Utilities,39,2022-06-24,Chase Freedom Flex,Sophia
1676311868069179,Randomly generated expenses for Food and Dining,Food and Dining,27,2022-06-25,Chase Freedom Flex,Justine
1676311868069186,Randomly generated expenses for Book,Book,23,2022-06-26,Chase Freedom Flex,
1676311868069192,Randomly generated expenses for Food and Dining,Food and Dining,47,2022-06-27,Capital One Savor,
1676311868069199,Randomly generated expenses for Food and Dining,Food and Dining,18,2022-06-28,Capital One Savor,
1676311868069206,Randomly generated expenses for Entertainment,Entertainment,4,2022-06-29,Amex Blue Cash Preferred,Justine
1676311868069211,Randomly generated expenses for Education,Education,20,2022-06-29,Chase Freedom Flex,
1676311868069218,Randomly generated expenses for Home,Home,49,2022-06-30,Discover It,
1676311868069224,Randomly generated expenses for Education,Education,6,2022-07-01,Chase Freedom Flex,
1676311868069231,Randomly generated expenses for Entertainment,Entertainment,4,2022-07-02,Chase Freedom Flex,
1676311868069238,Randomly generated expenses for Food and Dining,Food and Dining,14,2022-07-03,Chase Freedom Flex,Sophia
1676311868069244,Randomly generated expenses for Entertainment,Entertainment,39,2022-07-04,Chase Freedom Flex,
1676311868069250,Randomly generated expenses for Home,Home,10,2022-07-04,Amex Blue Cash Preferred,
1676311868069255,Randomly generated expenses for Gift,Gift,4,2022-07-04,Amex Blue Cash Preferred,Sophia
1676311868069262,Randomly generated expenses for Pet,Pet,48,2022-07-05,Amex Blue Cash Preferred,
1676311868069268,Randomly generated expenses for Shopping,Shopping,32,2022-07-06,Discover It,
1676311868069275,Randomly generated expenses for Transportation,Transportation,9,2022-07-07,Chase Freedom Flex,Ronald
1676311868069282,Randomly generated expenses for Shopping,Shopping,25,2022-07-08,Chase Freedom Flex,Ronald
1676311868069288,Randomly generated expenses for Misc Expenses,Misc Expenses,24,2022-07-09,Schwab Investor Card,
1676311868069295,Randomly generated expenses for Uncategorized,Uncategorized,29,2022-07-10,Capital One Savor,Justine
1676311868069302,Randomly generated expenses for Kids,Kids,31,2022-07-11,Capital One Savor,Sophia
1676311868069308,Randomly generated expenses for Clothing,Clothing,17,2022-07-12,Chase Freedom Flex,
1676311868069315,Randomly generated expenses for Education,Education,47,2022-07-13,Capital One Savor,
1676311868069322,Randomly generated expenses for Transportation,Transportation,20,2022-07-14,Discover It,
1676311868069328,Randomly generated expenses for Education,Education,50,2022-07-15,Chase Freedom Flex,Justine
1676311868069335,Randomly generated expenses for Food and Dining,Food and Dining,5,2022-07-16,Discover It,
1676311868069342,Randomly generated expenses for Business Services,Business Services,41,2022-07-17,Amex Blue Cash Preferred,
1676311868069348,Randomly generated expenses for Utilities,Utilities,22,2022-07-18,Capital One Savor,Ronald
1676311868069355,Randomly generated expenses for Education,Education,12,2022-07-18,Chase Freedom Flex,
1676311868069360,Randomly generated expenses for Utilities,Utilities,19,2022-07-18,Chase Freedom Flex,
1676311868069367,Randomly generated expenses for Gift,Gift,7,2022-07-19,Chase Freedom Flex,
1676311868069374,Randomly generated expenses for Clothing,Clothing,48,2022-07-20,Discover It,
1676311868069382,Randomly generated expenses for Fees and Chargers,Fees and Chargers,32,2022-07-21,Schwab Investor Card,
1676311868069388,Randomly generated expenses for Uncategorized,Uncategorized,22,2022-07-22,Amex Blue Cash Preferred,
1676311868069394,Randomly generated expenses for Gift,Gift,2,2022-07-23,Capital One Savor,
1676311868069400,Randomly generated expenses for Uncategorized,Uncategorized,29,2022-07-24,Schwab Investor Card,
1676311868069406,Randomly generated expenses for Clothing,Clothing,44,2022-07-25,Discover It,
1676311868069412,Randomly generated expenses for Kids,Kids,8,2022-07-26,Capital One Savor,
1676311868069419,Randomly generated expenses for Clothing,Clothing,40,2022-07-27,Chase Freedom Flex,
1676311868069424,Randomly generated expenses for Transportation,Transportation,49,2022-07-27,Discover It,
1676311868069430,Randomly generated expenses for Education,Education,40,2022-07-27,Chase Freedom Flex,
1676311868069436,Randomly generated expenses for Kids,Kids,32,2022-07-28,Chase Freedom Flex,
1676311868069443,Randomly generated expenses for Health and Fitness,Health and Fitness,5,2022-07-29,Capital One Savor,
1676311868069450,Randomly generated expenses for Pet,Pet,37,2022-07-30,Capital One Savor,Sophia
1676311868069456,Randomly generated expenses for Business Services,Business Services,8,2022-07-31,Chase Freedom Flex,
1676311868069463,Randomly generated expenses for Transportation,Transportation,18,2022-08-01,Chase Freedom Flex,Sophia
1676311868069470,Randomly generated expenses for Clothing,Clothing,43,2022-08-02,Chase Freedom Flex,
1676311868069476,Randomly generated expenses for Education,Education,24,2022-08-03,Discover It,Sophia
1676311868069483,Randomly generated expenses for Food and Dining,Food and Dining,8,2022-08-04,Amex Blue Cash Preferred,
1676311868069494,Randomly generated expenses for Fees and Chargers,Fees and Chargers,9,2022-08-04,Amex Blue Cash Preferred,
1676311868069500,Randomly generated expenses for Home,Home,20,2022-08-05,Amex Blue Cash Preferred,
1676311868069506,Randomly generated expenses for Health and Fitness,Health and Fitness,49,2022-08-05,Chase Freedom Flex,
1676311868069511,Randomly generated expenses for Pet,Pet,16,2022-08-05,Schwab Investor Card,
1676311868069518,Randomly generated expenses for Food and Dining,Food and Dining,11,2022-08-06,Discover It,
1676311868069524,Randomly generated expenses for Health and Fitness,Health and Fitness,23,2022-08-07,Chase Freedom Flex,
1676311868069531,Randomly generated expenses for Utilities,Utilities,50,2022-08-08,Chase Freedom Flex,
1676311868069538,Randomly generated expenses for Misc Expenses,Misc Expenses,49,2022-08-09,Amex Blue Cash Preferred,
1676311868069544,Randomly generated expenses for Book,Book,13,2022-08-10,Chase Freedom Flex,
1676311868069551,Randomly generated expenses for Misc Expenses,Misc Expenses,4,2022-08-11,Discover It,
1676311868069558,Randomly generated expenses for Education,Education,50,2022-08-12,Capital One Savor,
1676311868069564,Randomly generated expenses for Business Services,Business Services,48,2022-08-13,Discover It,
1676311868069571,Randomly generated expenses for Gift,Gift,27,2022-08-14,Chase Freedom Flex,
1676311868069578,Randomly generated expenses for Food and Dining,Food and Dining,1,2022-08-15,Chase Freedom Flex,
1676311868069584,Randomly generated expenses for Entertainment,Entertainment,29,2022-08-16,Discover It,
1676311868069591,Randomly generated expenses for Food and Dining,Food and Dining,31,2022-08-17,Discover It,
1676311868069599,Randomly generated expenses for Health and Fitness,Health and Fitness,38,2022-08-18,Discover It,Cara
1676311868069606,Randomly generated expenses for Kids,Kids,41,2022-08-19,Chase Freedom Flex,
1676311868069612,Randomly generated expenses for Education,Education,11,2022-08-20,Chase Freedom Flex,
1676311868069619,Randomly generated expenses for Book,Book,20,2022-08-21,Amex Blue Cash Preferred,
1676311868069626,Randomly generated expenses for Utilities,Utilities,23,2022-08-22,Chase Freedom Flex,
1676311868069632,Randomly generated expenses for Food and Dining,Food and Dining,42,2022-08-23,Chase Freedom Flex,
1676311868069639,Randomly generated expenses for Education,Education,36,2022-08-24,Discover It,
1676311868069646,Randomly generated expenses for Education,Education,10,2022-08-25,Amex Blue Cash Preferred,
1676311868069652,Randomly generated expenses for Utilities,Utilities,19,2022-08-26,Chase Freedom Flex,
1676311868069659,Randomly generated expenses for Utilities,Utilities,48,2022-08-27,Chase Freedom Flex,
1676311868069666,Randomly generated expenses for Shopping,Shopping,27,2022-08-28,Chase Freedom Flex,
1676311868069672,Randomly generated expenses for Food and Dining,Food and Dining,20,2022-08-29,Chase Freedom Flex,Justine
1676311868069679,Randomly generated expenses for Reimbursable or Refundable,Reimbursable or Refundable,10,2022-08-30,Discover It,
1676311868069686,Randomly generated expenses for Utilities,Utilities,29,2022-08-31,Discover It,
1676311868069692,Randomly generated expenses for Kids,Kids,50,2022-09-01,Chase Freedom Flex,
1676311868069699,Randomly generated expenses for Food and Dining,Food and Dining,35,2022-09-02,Chase Freedom Flex,
1676311868069706,Randomly generated expenses for Pet,Pet,39,2022-09-03,Amex Blue Cash Preferred,
1676311868069712,Randomly generated expenses for Book,Book,47,2022-09-04,Chase Freedom Flex,
1676311868069719,Randomly generated expenses for Kids,Kids,47,2022-09-05,Chase Freedom Flex,
1676311868069726,Randomly generated expenses for Education,Education,29,2022-09-06,Discover It,
1676311868069732,Randomly generated expenses for Book,Book,38,2022-09-07,Discover It,
1676311868069739,Randomly generated expenses for Misc Expenses,Misc Expenses,32,2022-09-08,Discover It,
1676311868069746,Randomly generated expenses for Fees and Chargers,Fees and Chargers,5,2022-09-09,Chase Freedom Flex,
1676311868069752,Randomly generated expenses for Business Services,Business Services,39,2022-09-10,Schwab Investor Card,
1676311868069759,Randomly generated expenses for Home,Home,35,2022-09-11,Discover It,
1676311868069766,Randomly generated expenses for Education,Education,26,2022-09-12,Discover It,Ronald
1676311868069772,Randomly generated expenses for Gift,Gift,2,2022-09-12,Discover It,
1676311868069779,Randomly generated expenses for Utilities,Utilities,49,2022-09-13,Chase Freedom Flex,
1676311868069784,Randomly generated expenses for Gift,Gift,44,2022-09-14,Amex Blue Cash Preferred,
1676311868069791,Randomly generated expenses for Kids,Kids,12,2022-09-15,Amex Blue Cash Preferred,
1676311868069798,Randomly generated expenses for Kids,Kids,26,2022-09-16,Discover It,
1676311868069804,Randomly generated expenses for Kids,Kids,24,2022-09-17,Discover It,
1676311868069811,Randomly generated expenses for Food and Dining,Food and Dining,37,2022-09-18,Chase Freedom Flex,
1676311868069818,Randomly generated expenses for Uncategorized,Uncategorized,21,2022-09-19,Discover It,
